STT,query_id,query_text,product_id,product_name,product_price,product_specs,violates_hard_constraint,is_relevant,notes
232,A6,Laptop SSD 512GB,290,"Laptop Lenovo Ideapad Slim 5 OLED 14AKP10 - 83HX00B2VN (R5 330, 16GB, 1TB, WUXGA, Win11)",30390000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""AMD Ryzen AI 5 - 330"", ""ram"": 16, ""vga"": ""Card tích hợp - AMD Radeon 820M Graphics"", ""weight"": 1.39, ""battery"": 60.0, ""storage"": 1024, ""material"": ""Vỏ kim loại - Nhôm"", ""screen_size"": 14.0, ""refresh_rate"": 60}",,TRUE,
233,A6,Laptop SSD 512GB,291,"Laptop Acer Aspire Lite 16 AI AL16 71P 5674 - NX.D4XSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",21090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core Ultra 5 Meteor Lake - 125H"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Arc Graphics"", ""weight"": 1.6, ""battery"": 58.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 16.0, ""refresh_rate"": 60}",,TRUE,
234,A6,Laptop SSD 512GB,292,"Laptop Asus TUF Gaming F16 FX607VJ - RL034W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",24590000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core 5 Raptor Lake - 210H"", ""ram"": 16, ""vga"": ""Card rời - NVIDIA GeForce RTX 3050, 6 GB"", ""weight"": 2.2, ""battery"": 56.0, ""storage"": 512, ""material"": ""Vỏ nhựa - nắp lưng bằng kim loại"", ""screen_size"": 16.0, ""refresh_rate"": 144}",,TRUE,
235,A6,Laptop SSD 512GB,294,"Laptop Dell 15 DC15250 - 71084746 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",22890000,"{""os"": ""Windows 11 Home + Microsoft Office Home 2024 vĩnh viễn + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i5 Raptor Lake - 1334U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 41.0, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
236,A6,Laptop SSD 512GB,295,"Laptop Dell 15 DC15250 - CPH991 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS24+365, Win11)",27890000,"{""os"": ""Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm"", ""cpu"": ""Intel Core i7 Raptor Lake - 1355U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel UHD Graphics"", ""weight"": 1.65, ""battery"": 54.0, ""storage"": 1024, ""material"": ""Vỏ nhựa"", ""screen_size"": 15.6, ""refresh_rate"": 120}",,TRUE,
237,A6,Laptop SSD 512GB,296,"Laptop HP 240R G9 - C40LGAT (Core 5 120U, 16GB, 512GB, Full HD, Win11)",24090000,"{""os"": ""Windows 11 Home SL"", ""cpu"": ""Intel Core 5 Raptor Lake - 120U"", ""ram"": 16, ""vga"": ""Card tích hợp - Intel Graphics"", ""weight"": 1.406, ""battery"": 41.04, ""storage"": 512, ""material"": ""Vỏ nhựa"", ""screen_size"": 14.0}",,TRUE,
238,A7,Điện thoại RAM 8GB,183,Điện thoại realme 16T 5G 8GB/128GB,8790000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 8000, ""chipset"": ""MediaTek Dimensity 6300 5G 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhựa & Mặt lưng nhựa Composite"", ""screen_size"": 6.8, ""front_camera"": 16, ""refresh_rate"": 144}",,TRUE,
239,A7,Điện thoại RAM 8GB,184,Điện thoại Honor 600 Lite 8GB/256GB,9940000,"{""os"": ""MagicOS 10 (Android 16)"", ""ram"": 8, ""camera"": 108, ""battery"": 6520, ""chipset"": ""MediaTek Dimensity 7100 Elite 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung kim loại & Mặt lưng nhựa"", ""screen_size"": 6.6, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
240,A7,Điện thoại RAM 8GB,186,Điện thoại Samsung Galaxy S26 FE 5G 8GB/128GB,15840000,"{""os"": ""One UI 9.0 (Android 17)"", ""ram"": 8, ""camera"": 50, ""battery"": 4900, ""chipset"": ""Exynos 2500 10 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhôm & Mặt lưng kính cường lực Gorilla Glass Victus+"", ""screen_size"": 6.7, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
241,A7,Điện thoại RAM 8GB,187,Điện thoại OPPO Reno16F 5G 8GB/128GB,14640000,"{""os"": ""ColorOS 16 (Android 16)"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""MediaTek Dimensity 7300 Energy 5G 8 nhân"", ""storage"": 128, ""charging"": 80, ""material"": ""Khung nhựa & Mặt lưng thuỷ tinh hữu cơ"", ""screen_size"": 6.57, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
242,A7,Điện thoại RAM 8GB,189,Điện thoại Samsung Galaxy Z Fold8 Ultra 12GB/256GB,46290000,"{""os"": ""Android 17"", ""ram"": 12, ""camera"": 200, ""battery"": 5000, ""chipset"": ""Snapdragon 8 Elite Gen 5 for Galaxy (3nm)"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 8.0, ""front_camera"": 10, ""refresh_rate"": 120}",,TRUE,
243,A7,Điện thoại RAM 8GB,190,Điện thoại iPhone 16 Plus 128GB,25490000,"{""os"": ""iOS 18"", ""ram"": 8, ""camera"": 48, ""battery"": 4500, ""chipset"": ""Apple A18 6 nhân"", ""storage"": 128, ""charging"": 20, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.7, ""front_camera"": 12, ""refresh_rate"": 60}",,TRUE,
244,A7,Điện thoại RAM 8GB,191,Điện thoại Vivo X300 Ultra 16GB/512GB,49840000,"{""os"": ""OriginOS 6"", ""ram"": 16, ""camera"": 200, ""battery"": 6600, ""chipset"": ""Qualcomm Snapdragon 8 Elite Gen 5 8 nhân"", ""storage"": 512, ""charging"": 100, ""material"": ""Khung kim loại & Mặt lưng kính (Xanh) | Sợi thủy tinh (Đen)"", ""screen_size"": 6.82, ""front_camera"": 50, ""refresh_rate"": 144}",,TRUE,
245,A7,Điện thoại RAM 8GB,192,Điện thoại Nothing Phone (4a) 5G 8GB/128GB,11640000,"{""os"": ""Nothing OS 4.1 (Android 16)"", ""ram"": 8, ""camera"": 50, ""battery"": 5080, ""chipset"": ""Snapdragon 7s Gen 4 8 nhân"", ""storage"": 128, ""charging"": 50, ""material"": ""Khung nhựa & Mặt lưng kính"", ""screen_size"": 6.78, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
246,A7,Điện thoại RAM 8GB,225,Điện thoại Xiaomi 17T 5G 12GB/256GB,15590000,"{""os"": ""Xiaomi HyperOS 3"", ""ram"": 12, ""camera"": 50, ""battery"": 6500, ""chipset"": ""MediaTek Dimensity 8500-Ultra 8 nhân"", ""storage"": 256, ""charging"": 67, ""material"": ""Khung nhựa & Mặt lưng sợi thủy tinh"", ""screen_size"": 6.59, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
247,A7,Điện thoại RAM 8GB,227,Điện thoại HONOR X9d 5G 12GB/256GB,10840000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 108, ""battery"": 8300, ""chipset"": ""Snapdragon 6 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 66, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.79, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
248,A7,Điện thoại RAM 8GB,229,Điện thoại Motorola Edge 70 Fusion 8GB/128GB,8440000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 7s Gen 4 8 nhân"", ""storage"": 128, ""charging"": 68, ""material"": ""Khung nhựa & Mặt lưng vải"", ""screen_size"": 6.78, ""front_camera"": 32, ""refresh_rate"": 144}",,TRUE,
249,A7,Điện thoại RAM 8GB,232,Điện thoại Samsung Galaxy S26 5G 12GB/256GB,20000000,"{""os"": ""Android 16"", ""ram"": 12, ""camera"": 50, ""battery"": 4300, ""chipset"": ""Exynos 2600"", ""storage"": 256, ""charging"": 25, ""material"": ""Khung Armor Aluminum & Mặt lưng kính cường lực Gorilla Victus 2"", ""screen_size"": 6.3, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
250,A7,Điện thoại RAM 8GB,233,Điện thoại OPPO Reno16 5G 8GB/256GB,18340000,"{""os"": ""ColorOS 16 (Android 16)"", ""ram"": 8, ""camera"": 50, ""battery"": 6700, ""chipset"": ""Snapdragon 7 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Hãng không công bố"", ""screen_size"": 6.32, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
251,A7,Điện thoại RAM 8GB,234,Điện thoại realme C100 4G 8GB/128GB,8090000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 8000, ""chipset"": ""MediaTek Helio G92 Max 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhựa & Mặt lưng nhựa Composite"", ""screen_size"": 6.8, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
252,A7,Điện thoại RAM 8GB,235,Điện thoại Honor X7d 5G 8GB/256GB,7340000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 6500, ""chipset"": ""Snapdragon 6s Gen 3 8 nhân"", ""storage"": 256, ""charging"": 35, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.77, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
253,A7,Điện thoại RAM 8GB,237,Điện thoại Motorola G57 Power 5G 8GB/128GB,6040000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 6s Gen 4 8 nhân"", ""storage"": 128, ""charging"": 33, ""material"": ""Khung nhựa & Mặt lưng da thuần chay"", ""screen_size"": 6.72, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
254,A7,Điện thoại RAM 8GB,241,Điện thoại OPPO Reno16 Pro 5G 12GB/256GB,25840000,"{""os"": ""ColorOS 16 (Android 16)"", ""ram"": 12, ""camera"": 200, ""battery"": 6700, ""chipset"": ""MediaTek Dimensity 8550 Super 5G 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung hợp kim nhôm & Mặt lưng kính Panda"", ""screen_size"": 6.32, ""front_camera"": 50, ""refresh_rate"": 144}",,TRUE,
255,A7,Điện thoại RAM 8GB,242,Điện thoại vivo X300 Pro 5G 16GB/512GB,34040000,"{""os"": ""Android 16"", ""ram"": 16, ""camera"": 50, ""battery"": 6510, ""chipset"": ""MediaTek Dimensity 9500 8 nhân"", ""storage"": 512, ""charging"": 90, ""material"": ""Khung kim loại & Mặt lưng kính"", ""screen_size"": 6.78, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
256,A7,Điện thoại RAM 8GB,243,Điện thoại realme 16 5G 8GB/256GB,11240000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""MediaTek Dimensity 6400 Turbo 8 nhân"", ""storage"": 256, ""charging"": 60, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.57, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
257,A7,Điện thoại RAM 8GB,244,Điện thoại HONOR Magic V5 5G 16GB/512GB,34840000,"{""os"": ""Android 15"", ""ram"": 16, ""camera"": 50, ""battery"": 5820, ""chipset"": ""Qualcomm Snapdragon 8 Elite 8 nhân"", ""storage"": 512, ""charging"": 66, ""material"": ""Khung & Mặt lưng kim loại"", ""screen_size"": 7.95, ""front_camera"": 20, ""refresh_rate"": 120}",,TRUE,
258,A7,Điện thoại RAM 8GB,245,Điện thoại Motorola Edge 70 8GB/256GB,9240000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 5000, ""chipset"": ""Snapdragon 7 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 68, ""material"": ""Khung hợp kim nhôm chuẩn hàng không & Mặt lưng Silicon Nylon"", ""screen_size"": 6.67, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
259,A7,Điện thoại RAM 8GB,246,Điện thoại iPhone 16 128GB,24990000,"{""os"": ""iOS 18"", ""ram"": 8, ""camera"": 48, ""battery"": 4500, ""chipset"": ""Apple A18 6 nhân"", ""storage"": 128, ""charging"": 20, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.1, ""front_camera"": 12, ""refresh_rate"": 60}",,TRUE,
260,A7,Điện thoại RAM 8GB,247,Điện thoại iPhone 16e 128GB,16990000,"{""os"": ""iOS 18"", ""ram"": 8, ""camera"": 48, ""battery"": 4500, ""chipset"": ""Apple A18 6 nhân"", ""storage"": 128, ""charging"": 20, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.1, ""front_camera"": 12, ""refresh_rate"": 60}",,TRUE,
261,A7,Điện thoại RAM 8GB,248,Điện thoại Samsung Galaxy S25 5G 12GB/256GB,16790000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 50, ""battery"": 4000, ""chipset"": ""Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân"", ""storage"": 256, ""charging"": 25, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.2, ""front_camera"": 12, ""refresh_rate"": 120}",,TRUE,
262,A7,Điện thoại RAM 8GB,250,Điện thoại HONOR 400 Lite 12GB/256GB,8680000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 108, ""battery"": 5230, ""chipset"": ""MediaTek Dimensity 7025-Ultra 5G 8 nhân"", ""storage"": 256, ""charging"": 35, ""material"": ""Khung kim loại & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
263,A7,Điện thoại RAM 8GB,251,Điện thoại realme C85 8GB/128GB,6140000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 685 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.8, ""front_camera"": 8, ""refresh_rate"": 144}",,TRUE,
264,A7,Điện thoại RAM 8GB,253,Điện thoại Samsung Galaxy A17 5G 8GB/128GB,6300000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 5000, ""chipset"": ""Exynos 1330"", ""storage"": 128, ""charging"": 25, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.7, ""front_camera"": 13, ""refresh_rate"": 90}",,TRUE,
265,A7,Điện thoại RAM 8GB,254,Điện thoại Xiaomi Redmi Note 15 Pro 5G 8GB/256GB,8590000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 8, ""camera"": 200, ""battery"": 6580, ""chipset"": ""MediaTek Dimensity 7400-Ultra 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.83, ""front_camera"": 20, ""refresh_rate"": 120}",,TRUE,
266,A7,Điện thoại RAM 8GB,255,Điện thoại realme C85 Pro 8GB/128GB,6040000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 685 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.8, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
267,A7,Điện thoại RAM 8GB,256,Điện thoại HONOR 400 5G 12GB/256GB Đen,11600000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 200, ""battery"": 6000, ""chipset"": ""Snapdragon 7 Gen 3 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung kim loại & Mặt lưng kính"", ""screen_size"": 6.55, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
268,A7,Điện thoại RAM 8GB,297,Điện thoại Xiaomi 17T 5G 12GB/256GB,15590000,"{""os"": ""Xiaomi HyperOS 3"", ""ram"": 12, ""camera"": 50, ""battery"": 6500, ""chipset"": ""MediaTek Dimensity 8500-Ultra 8 nhân"", ""storage"": 256, ""charging"": 67, ""material"": ""Khung nhựa & Mặt lưng sợi thủy tinh"", ""screen_size"": 6.59, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
269,A7,Điện thoại RAM 8GB,298,Điện thoại Vivo V70 FE 5G 8GB/256GB,13040000,"{""os"": ""OriginOS 6"", ""ram"": 8, ""camera"": 200, ""battery"": 7000, ""chipset"": ""MediaTek Dimensity 7360-Turbo 8 nhân"", ""storage"": 256, ""charging"": 90, ""material"": ""Khung nhôm & Mặt lưng Polymer"", ""screen_size"": 6.83, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
270,A7,Điện thoại RAM 8GB,299,Điện thoại OPPO Reno16 5G 8GB/256GB,17840000,"{""os"": ""ColorOS 16 (Android 16)"", ""ram"": 8, ""camera"": 50, ""battery"": 6700, ""chipset"": ""Snapdragon 7 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Hãng không công bố"", ""screen_size"": 6.32, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
271,A7,Điện thoại RAM 8GB,300,Điện thoại realme P4 Power 5G 12GB/256GB,14490000,"{""os"": ""Android 16"", ""ram"": 12, ""camera"": 50, ""battery"": 10001, ""chipset"": ""MediaTek Dimensity 7400-Ultra 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung nhựa & Mặt lưng nhựa Composite"", ""screen_size"": 6.8, ""front_camera"": 16, ""refresh_rate"": 144}",,TRUE,
272,A7,Điện thoại RAM 8GB,301,Điện thoại OPPO Reno15 F 5G 8GB/256GB,11840000,"{""os"": ""ColorOS 16 (Android 16)"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 6 Gen 1 5G 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung nhựa & Mặt lưng thủy tinh hữu cơ"", ""screen_size"": 6.57, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
273,A7,Điện thoại RAM 8GB,302,Điện thoại Xiaomi Redmi Note 15 Pro 8GB/256GB,7290000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 8, ""camera"": 200, ""battery"": 6500, ""chipset"": ""MediaTek Helio G200-Ultra 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa Polycarbonate"", ""screen_size"": 6.77, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
274,A7,Điện thoại RAM 8GB,303,Điện thoại OPPO A6 Pro 8GB/256GB,9340000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""MediaTek Helio G100 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung nhựa & Mặt lưng thuỷ tinh hữu cơ"", ""screen_size"": 6.57, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
275,A7,Điện thoại RAM 8GB,304,Điện thoại realme 15 Pro 5G 12GB/256GB,12740000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 50, ""battery"": 7000, ""chipset"": ""Snapdragon 7 Gen 4 8 nhân"", ""storage"": 256, ""charging"": 80, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.8, ""front_camera"": 50, ""refresh_rate"": 144}",,TRUE,
276,A7,Điện thoại RAM 8GB,305,Điện thoại Motorola G86 POWER 5G 8GB/128GB,5840000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 6720, ""chipset"": ""Mediatek Dimensity 7400 8 nhân"", ""storage"": 128, ""charging"": 33, ""material"": ""Khung nhựa & Mặt lưng da thuần chay"", ""screen_size"": 6.7, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
277,A7,Điện thoại RAM 8GB,306,Điện thoại Motorola Edge 60 Fusion 5G 8GB/256GB,6840000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 5500, ""chipset"": ""Mediatek Dimensity 7400 8 nhân"", ""storage"": 256, ""charging"": 68, ""material"": ""Khung Plastic & Mặt lưng da nhân tạo"", ""screen_size"": 6.7, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
278,A7,Điện thoại RAM 8GB,307,Điện thoại Motorola Razr 60 5G 8GB/256GB,14040000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 4500, ""chipset"": ""Mediatek Dimensity 7400X 8 nhân"", ""storage"": 256, ""charging"": 33, ""material"": ""Khung nhôm & Mặt lưng PU, sợi thủy tinh gia cường (Xanh) | PMMA sợi tự nhiên (Trắng)"", ""screen_size"": 6.9, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
279,A7,Điện thoại RAM 8GB,308,Điện thoại Xiaomi Redmi Note 15 Pro+ 5G 12GB/256GB,10890000,"{""os"": ""Xiaomi HyperOS 2.2"", ""ram"": 12, ""camera"": 200, ""battery"": 6500, ""chipset"": ""Snapdragon 7s Gen 4 8 nhân"", ""storage"": 256, ""charging"": 100, ""material"": ""Khung nhựa Polycarbonate & Mặt lưng da nhân tạo, sợi thủy tinh"", ""screen_size"": 6.83, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
280,A7,Điện thoại RAM 8GB,309,Điện thoại HONOR X8d 8GB/128GB,7240000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 108, ""battery"": 7000, ""chipset"": ""Snapdragon 6s Gen 2 4G 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.77, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
281,A7,Điện thoại RAM 8GB,310,Điện thoại Xiaomi 15T Pro 5G 12GB/512GB,17990000,"{""os"": ""Android 15"", ""ram"": 12, ""camera"": 50, ""battery"": 5500, ""chipset"": ""MediaTek Dimensity 9400+ 8 nhân"", ""storage"": 512, ""charging"": 90, ""material"": ""Khung hợp kim nhôm & Mặt lưng sợi thuỷ tinh"", ""screen_size"": 6.83, ""front_camera"": 32, ""refresh_rate"": 144}",,TRUE,
282,A7,Điện thoại RAM 8GB,312,Điện thoại vivo V50 Lite 5G 8GB/256GB,9660000,"{""os"": ""Android 15"", ""ram"": 8, ""camera"": 50, ""battery"": 6500, ""chipset"": ""MediaTek Dimensity 6300 5G 8 nhân"", ""storage"": 256, ""charging"": 90, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.77, ""front_camera"": 32, ""refresh_rate"": 120}",,TRUE,
283,A8,Điện thoại pin 5000mAh,326,Điện thoại Xiaomi Redmi A7 Pro 4GB/64GB,3790000,"{""os"": ""Xiaomi HyperOS 3"", ""ram"": 4, ""camera"": 13, ""battery"": 6000, ""chipset"": ""Unisoc T7250 8 nhân"", ""storage"": 64, ""charging"": 15, ""material"": ""Khung & Mặt lưng nhựa"", ""screen_size"": 6.9, ""front_camera"": 8, ""refresh_rate"": 120}",,TRUE,
284,A8,Điện thoại pin 5000mAh,327,Điện thoại OPPO A6c 4GB/64GB,4240000,"{""os"": ""Android 16"", ""ram"": 4, ""camera"": 13, ""battery"": 7000, ""chipset"": ""Unisoc T7250 8 nhân"", ""storage"": 64, ""charging"": 15, ""material"": ""Khung nhựa & Mặt lưng thủy tinh hữu cơ"", ""screen_size"": 6.75, ""front_camera"": 5, ""refresh_rate"": 120}",,TRUE,
285,A8,Điện thoại pin 5000mAh,328,Điện thoại realme Note 80 4GB/64GB,4490000,"{""os"": ""Android 15"", ""ram"": 4, ""camera"": 8, ""battery"": 6300, ""chipset"": ""Unisoc T7250 8 nhân"", ""storage"": 64, ""charging"": 15, ""material"": ""Khung nhựa & Mặt lưng nhựa Composite"", ""screen_size"": 6.74, ""front_camera"": 5, ""refresh_rate"": 90}",,TRUE,
286,A8,Điện thoại pin 5000mAh,182,Điện thoại iPhone 17 Pro Max 256GB,37490000,"{""os"": ""iOS 26"", ""camera"": 48, ""battery"": 5000, ""chipset"": ""Apple A19 Pro 6 nhân"", ""storage"": 256, ""charging"": 40, ""material"": ""Khung nhôm nguyên khối & Mặt lưng kính cường lực"", ""screen_size"": 6.9, ""front_camera"": 18, ""refresh_rate"": 120}",,TRUE,
287,A8,Điện thoại pin 5000mAh,183,Điện thoại realme 16T 5G 8GB/128GB,8790000,"{""os"": ""Android 16"", ""ram"": 8, ""camera"": 50, ""battery"": 8000, ""chipset"": ""MediaTek Dimensity 6300 5G 8 nhân"", ""storage"": 128, ""charging"": 45, ""material"": ""Khung nhựa & Mặt lưng nhựa Composite"", ""screen_size"": 6.8, ""front_camera"": 16, ""refresh_rate"": 144}",,TRUE,
288,A8,Điện thoại pin 5000mAh,184,Điện thoại Honor 600 Lite 8GB/256GB,9940000,"{""os"": ""MagicOS 10 (Android 16)"", ""ram"": 8, ""camera"": 108, ""battery"": 6520, ""chipset"": ""MediaTek Dimensity 7100 Elite 8 nhân"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung kim loại & Mặt lưng nhựa"", ""screen_size"": 6.6, ""front_camera"": 16, ""refresh_rate"": 120}",,TRUE,
289,A8,Điện thoại pin 5000mAh,185,Điện thoại iPhone 17 256GB,28990000,"{""os"": ""iOS 26"", ""camera"": 48, ""battery"": 5000, ""chipset"": ""Apple A19 6 nhân"", ""storage"": 256, ""charging"": 40, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 6.3, ""front_camera"": 18, ""refresh_rate"": 120}",,TRUE,
290,A8,Điện thoại pin 5000mAh,187,Điện thoại OPPO Reno16F 5G 8GB/128GB,14640000,"{""os"": ""ColorOS 16 (Android 16)"", ""ram"": 8, ""camera"": 50, ""battery"": 7000, ""chipset"": ""MediaTek Dimensity 7300 Energy 5G 8 nhân"", ""storage"": 128, ""charging"": 80, ""material"": ""Khung nhựa & Mặt lưng thuỷ tinh hữu cơ"", ""screen_size"": 6.57, ""front_camera"": 50, ""refresh_rate"": 120}",,TRUE,
291,A8,Điện thoại pin 5000mAh,189,Điện thoại Samsung Galaxy Z Fold8 Ultra 12GB/256GB,46290000,"{""os"": ""Android 17"", ""ram"": 12, ""camera"": 200, ""battery"": 5000, ""chipset"": ""Snapdragon 8 Elite Gen 5 for Galaxy (3nm)"", ""storage"": 256, ""charging"": 45, ""material"": ""Khung nhôm & Mặt lưng kính cường lực"", ""screen_size"": 8.0, ""front_camera"": 10, ""refresh_rate"": 120}",,TRUE,
292,A8,Điện thoại pin 5000mAh,191,Điện thoại Vivo X300 Ultra 16GB/512GB,49840000,"{""os"": ""OriginOS 6"", ""ram"": 16, ""camera"": 200, ""battery"": 6600, ""chipset"": ""Qualcomm Snapdragon 8 Elite Gen 5 8 nhân"", ""storage"": 512, ""charging"": 100, ""material"": ""Khung kim loại & Mặt lưng kính (Xanh) | Sợi thủy tinh (Đen)"", ""screen_size"": 6.82, ""front_camera"": 50, ""refresh_rate"": 144}",,TRUE,
